commit,p50,p95,p99
a98f96c5686f8d814724ff69a557a2d3263f680d,16858,19453,21954
89a642312840673abd94b4797badd91e20da36f3,16797,18570,20684
bcfcd334ea611e4f84bc8b7e1c762a86da9152a7,16730,17787,22252
093f500adfdef056c7280244913e934012ac0bd8,16812,17684,27344
655c2ffaaeeffb901143db3415dc65bd70affb75,16978,17500,18813
130f01fc8fd928eff6ee80a28f7a5d44c4010a4c,17017,17891,26711
e97521cc6e215806dd9425bbdb68f4ffd433a5ef,17035,24016,24856
753dda2091ec3238b8a86ac27c012faa6de47641,18033,23617,80523
875eacc8edc8e19a9dc13057800118f8b91b2817,16911,17833,29071
ad1bda4845f098715de3918e06cbd2eebf236443,17037,17686,19212
9be5193b99d4880bacd7f8400b1b678eeef18739,17060,20514,35448
93705f02bb72aa48a89e4bd2231c65c212badf95,17277,22537,59995
e4e90e79e98821b58de5bd8cf5d3326b760d2f6c,17133,19753,63298
b3cc6bb06b6b34de57f56414be53df19bd236bda,16947,19068,19933
524a515401540ea5e8db227d8a5e3a5ec5b343cf,16900,19869,48507
de379a2b8fb7d4a7c512a562736769aa12ee56c1,16772,17843,38230
74aad0dd10bcc72f3ddb8131d853bcef85f93faf,17013,18438,66555
9c87b7042d0f85dc90366c990f7cad6fee3810e0,19295,22477,66473
c0d53673608aa40435a7966fb4d13941fc0f807e,17056,17727,19793
b01efd97e4295135ba622dd47a89e69a2c8e0406,17242,19584,20027
c7466bd47b75fd28f349df7d2abb15cb6af28326,17150,17648,23987
49d053975bfab9b13eb074ad84e437170dc9cdca,17142,20713,63634
eb431ef869a12a2577af667899748faab49ef114,17196,22764,35854
5d4a4c9b1e0706dd73b24e043f8bd4c74d227e0a,17335,22743,23266
538ecf01d55a6b9fabe5ef1bdccfdf5b5482f489,17136,18376,19353
7d267df20212b556aaaf33992780d4f45e06215d,18176,22687,23883
a3180768be796f06373fd705a2d410ac2554efcb,16922,17630,19441
dff9df34d85dd8b2270f42eb2fe50ee28c6a52f5,17037,17461,19318
b3c05647d4a8699d680f108d2da568dd38887d42,16910,17436,27174
fbba826cf3809b7836d50384b15f72c624fed3ed,16867,21823,36562
534211e738543529353d7f9ab05294cae13a983a,16822,21160,26746
ae7b070d2174733790c9f0ae6a96167999c78858,16861,18347,64465
c9fdea92e9db4ab2064e3028640244b16b593bd8,17052,22480,29455
e3eacbfe376ee8871ba051889412406182b631b7,16800,17889,19672
956b011c8b2724875ea6083fec761e299519c7d8,16947,18263,22842
d4ecb0ff6daae2544a58c86e36e70ce370d69eec,17052,19776,21924
ae3b6414f34b63b7562a4ba61884cd5c0ca47d77,16742,17335,24439
08478fcf43a37388f69c160256170264aa765a3a,16594,19936,22056
55bea06b6d38ea42b2ffe2205f2075504062c54d,16331,16707,25300
88cdcd5e80f21e919e4b7ad3b447683cb1a8543b,16331,16722,19604
b3b63cb03457b435b6001df7838f5e8f6d232989,17132,21819,22102
399471f551f5564dfcadb4a0c65f272a8a06a301,16382,16856,21463
6d3fe305cd007439daf2116f2c90c7e46202bf9d,16377,16655,17803
76de8afd43b0b904714f162024ac529bcf65a483,16352,18545,48233
c1d39aa217f3d40e677595c0c114d84a987df84d,16407,16791,23468
515246049936b128bb07f639ed508f92857ec610,16599,21848,21966
b9525e21d7088cb5058b17a00f71021f3d8509e9,16784,17981,20807
6734b1ba5d0c974ac807e042be5df176fd0ccce4,18692,22203,22625
0f0f7795daf21ff05a838e500663f23514e01c23,17036,17359,18342
19d62a1e05945e00a1244311fde2f9a6fd9cf804,17091,17702,62797
f3eeb4e4d74c3141d4bac39ffa2368d37cb06f29,17012,17402,18777
b146b7fa636a20495b68c607d537563ef4bc36d0,18671,22936,35077
7ae1c1a4ff7d8074df7b045cd46adb6b76d35502,19672,22712,53835
fef27d952cb06f78c2b77ee3a2b63e66ed4738aa,17345,19350,30718
0ee22a903f31ec0b7a935b88f8a31eec4e2e488c,17280,18530,53712
0d48629ea5f6b79a1cc1bd875ae39c261c1045d9,17114,17664,18943
3b1d31af24bcde57b6a9190c1897a68de4974707,17071,17379,20398
0026ae9a34bd7e0dd2973b98dad1cdccd5835327,19332,21007,21867
