commit,step,label,p50,p95,p99
5f71bb9930151a1595455f56a405d7aeff29128f,3,uservm::memory_thread::data_rx::recv(),3,3,3
5f71bb9930151a1595455f56a405d7aeff29128f,4,uservm::lib::vm_input::vmexit(),51,59,64
5f71bb9930151a1595455f56a405d7aeff29128f,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
5f71bb9930151a1595455f56a405d7aeff29128f,6,uservm::lib::vm_output::send(),29,30,30
5f71bb9930151a1595455f56a405d7aeff29128f,7,uservm::io_thread::system_vm::write(),11,12,13
5f71bb9930151a1595455f56a405d7aeff29128f,8,linuxd::worker_thread::handle_write_request(),54149,54164,54174
5f71bb9930151a1595455f56a405d7aeff29128f,9,nanvix-bench::read_exact(),11515,11641,11647
5f71bb9930151a1595455f56a405d7aeff29128f,10,Total,399,418,430
76f7c2338cfdc6a64dfb000f1aa9c6d3526396ed,0,nanvix-bench::write_all(),,,
76f7c2338cfdc6a64dfb000f1aa9c6d3526396ed,1,linuxd::worker_thread::handle_read_request(),5208,5346,5354
76f7c2338cfdc6a64dfb000f1aa9c6d3526396ed,2,uservm::io_thread::system_vm::read(),60520,60522,60525
76f7c2338cfdc6a64dfb000f1aa9c6d3526396ed,3,uservm::memory_thread::data_rx::recv(),3,3,3
76f7c2338cfdc6a64dfb000f1aa9c6d3526396ed,4,uservm::lib::vm_input::vmexit(),54,61,66
76f7c2338cfdc6a64dfb000f1aa9c6d3526396ed,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
76f7c2338cfdc6a64dfb000f1aa9c6d3526396ed,6,uservm::lib::vm_output::send(),29,30,30
76f7c2338cfdc6a64dfb000f1aa9c6d3526396ed,7,uservm::io_thread::system_vm::write(),11,11,12
76f7c2338cfdc6a64dfb000f1aa9c6d3526396ed,8,linuxd::worker_thread::handle_write_request(),5138,5265,5271
76f7c2338cfdc6a64dfb000f1aa9c6d3526396ed,9,nanvix-bench::read_exact(),60534,60542,60546
76f7c2338cfdc6a64dfb000f1aa9c6d3526396ed,10,Total,400,416,428
c9c55ea86ba4ec87010256dfcd90921f39c49560,0,nanvix-bench::write_all(),,,
c9c55ea86ba4ec87010256dfcd90921f39c49560,1,linuxd::worker_thread::handle_read_request(),9214,9358,9364
c9c55ea86ba4ec87010256dfcd90921f39c49560,2,uservm::io_thread::system_vm::read(),56517,56522,56527
c9c55ea86ba4ec87010256dfcd90921f39c49560,3,uservm::memory_thread::data_rx::recv(),3,3,3
c9c55ea86ba4ec87010256dfcd90921f39c49560,4,uservm::lib::vm_input::vmexit(),50,61,64
c9c55ea86ba4ec87010256dfcd90921f39c49560,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
c9c55ea86ba4ec87010256dfcd90921f39c49560,6,uservm::lib::vm_output::send(),29,29,30
c9c55ea86ba4ec87010256dfcd90921f39c49560,7,uservm::io_thread::system_vm::write(),11,12,12
c9c55ea86ba4ec87010256dfcd90921f39c49560,8,linuxd::worker_thread::handle_write_request(),9260,9277,9283
c9c55ea86ba4ec87010256dfcd90921f39c49560,9,nanvix-bench::read_exact(),56400,56542,56547
c9c55ea86ba4ec87010256dfcd90921f39c49560,10,Total,400,418,430
283348c8044d834de1f8998220aea3ba441746b2,0,nanvix-bench::write_all(),,,
283348c8044d834de1f8998220aea3ba441746b2,1,linuxd::worker_thread::handle_read_request(),20104,20243,20249
283348c8044d834de1f8998220aea3ba441746b2,2,uservm::io_thread::system_vm::read(),45627,45631,45633
283348c8044d834de1f8998220aea3ba441746b2,3,uservm::memory_thread::data_rx::recv(),3,3,3
283348c8044d834de1f8998220aea3ba441746b2,4,uservm::lib::vm_input::vmexit(),53,62,65
283348c8044d834de1f8998220aea3ba441746b2,5,uservm::lib::vm_input::vm_write_bytes(),1,1,1
283348c8044d834de1f8998220aea3ba441746b2,6,uservm::lib::vm_output::send(),29,29,30
283348c8044d834de1f8998220aea3ba441746b2,7,uservm::io_thread::system_vm::write(),11,11,12
283348c8044d834de1f8998220aea3ba441746b2,8,linuxd::worker_thread::handle_write_request(),20063,20164,20168
283348c8044d834de1f8998220aea3ba441746b2,9,nanvix-bench::read_exact(),45643,45652,45654
283348c8044d834de1f8998220aea3ba441746b2,10,Total,399,421,466
996a1466d30f9d33a70f7c5e40834e62d5a1fec4,0,nanvix-bench::write_all(),,,
996a1466d30f9d33a70f7c5e40834e62d5a1fec4,1,linuxd::worker_thread::handle_read_request(),48393,48548,48554
996a1466d30f9d33a70f7c5e40834e62d5a1fec4,2,uservm::io_thread::system_vm::read(),17335,17338,17339
996a1466d30f9d33a70f7c5e40834e62d5a1fec4,3,uservm::memory_thread::data_rx::recv(),3,3,3
996a1466d30f9d33a70f7c5e40834e62d5a1fec4,4,uservm::lib::vm_input::vmexit(),50,60,63
996a1466d30f9d33a70f7c5e40834e62d5a1fec4,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
996a1466d30f9d33a70f7c5e40834e62d5a1fec4,6,uservm::lib::vm_output::send(),29,35,37
996a1466d30f9d33a70f7c5e40834e62d5a1fec4,7,uservm::io_thread::system_vm::write(),11,12,14
996a1466d30f9d33a70f7c5e40834e62d5a1fec4,8,linuxd::worker_thread::handle_write_request(),48313,48463,48470
996a1466d30f9d33a70f7c5e40834e62d5a1fec4,9,nanvix-bench::read_exact(),17351,17360,17362
996a1466d30f9d33a70f7c5e40834e62d5a1fec4,10,Total,399,421,542
6d13f91c4366e34cbd0e3809d24697dfec47b519,0,nanvix-bench::write_all(),,,
6d13f91c4366e34cbd0e3809d24697dfec47b519,1,linuxd::worker_thread::handle_read_request(),45349,45380,45387
6d13f91c4366e34cbd0e3809d24697dfec47b519,2,uservm::io_thread::system_vm::read(),20359,20488,20489
6d13f91c4366e34cbd0e3809d24697dfec47b519,3,uservm::memory_thread::data_rx::recv(),3,3,3
6d13f91c4366e34cbd0e3809d24697dfec47b519,4,uservm::lib::vm_input::vmexit(),54,63,65
6d13f91c4366e34cbd0e3809d24697dfec47b519,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
6d13f91c4366e34cbd0e3809d24697dfec47b519,6,uservm::lib::vm_output::send(),29,37,37
6d13f91c4366e34cbd0e3809d24697dfec47b519,7,uservm::io_thread::system_vm::write(),11,11,13
6d13f91c4366e34cbd0e3809d24697dfec47b519,8,linuxd::worker_thread::handle_write_request(),45279,45295,45298
6d13f91c4366e34cbd0e3809d24697dfec47b519,9,nanvix-bench::read_exact(),20378,20509,20511
6d13f91c4366e34cbd0e3809d24697dfec47b519,10,Total,400,419,439
60d1364fec5b8508db38044cd41bb74dc58c1338,0,nanvix-bench::write_all(),,,
60d1364fec5b8508db38044cd41bb74dc58c1338,1,linuxd::worker_thread::handle_read_request(),26533,26700,26753
60d1364fec5b8508db38044cd41bb74dc58c1338,2,uservm::io_thread::system_vm::read(),32496,32626,32641
60d1364fec5b8508db38044cd41bb74dc58c1338,3,uservm::memory_thread::data_rx::recv(),11,13,18
60d1364fec5b8508db38044cd41bb74dc58c1338,4,uservm::lib::vm_input::vmexit(),96,102,106
60d1364fec5b8508db38044cd41bb74dc58c1338,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
60d1364fec5b8508db38044cd41bb74dc58c1338,6,uservm::lib::vm_output::send(),61,62,64
60d1364fec5b8508db38044cd41bb74dc58c1338,7,uservm::io_thread::system_vm::write(),7,9,13
60d1364fec5b8508db38044cd41bb74dc58c1338,8,linuxd::worker_thread::handle_write_request(),51325,51452,51478
60d1364fec5b8508db38044cd41bb74dc58c1338,9,nanvix-bench::read_exact(),57463,57621,57638
60d1364fec5b8508db38044cd41bb74dc58c1338,10,Total,36927,37057,37073
a5392e36c3f70061c41d33cac827595806b4c01f,0,nanvix-bench::write_all(),,,
a5392e36c3f70061c41d33cac827595806b4c01f,1,linuxd::worker_thread::handle_read_request(),49390,49989,50102
a5392e36c3f70061c41d33cac827595806b4c01f,2,uservm::io_thread::system_vm::read(),9261,10231,10258
a5392e36c3f70061c41d33cac827595806b4c01f,3,uservm::memory_thread::data_rx::recv(),11,14,19
a5392e36c3f70061c41d33cac827595806b4c01f,4,uservm::lib::vm_input::vmexit(),21,177,205
a5392e36c3f70061c41d33cac827595806b4c01f,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
a5392e36c3f70061c41d33cac827595806b4c01f,6,uservm::lib::vm_output::send(),61,62,65
a5392e36c3f70061c41d33cac827595806b4c01f,7,uservm::io_thread::system_vm::write(),7,9,14
a5392e36c3f70061c41d33cac827595806b4c01f,8,linuxd::worker_thread::handle_write_request(),9097,9271,9383
a5392e36c3f70061c41d33cac827595806b4c01f,9,nanvix-bench::read_exact(),34603,35152,35219
a5392e36c3f70061c41d33cac827595806b4c01f,10,Total,36926,37057,37080
0e4a4c2796cc816bdc37b028841dc9f58a989cf3,0,nanvix-bench::write_all(),,,
0e4a4c2796cc816bdc37b028841dc9f58a989cf3,1,linuxd::worker_thread::handle_read_request(),56592,56783,56876
0e4a4c2796cc816bdc37b028841dc9f58a989cf3,2,uservm::io_thread::system_vm::read(),1967,2967,2997
0e4a4c2796cc816bdc37b028841dc9f58a989cf3,3,uservm::memory_thread::data_rx::recv(),11,13,17
0e4a4c2796cc816bdc37b028841dc9f58a989cf3,4,uservm::lib::vm_input::vmexit(),179,184,186
0e4a4c2796cc816bdc37b028841dc9f58a989cf3,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
0e4a4c2796cc816bdc37b028841dc9f58a989cf3,6,uservm::lib::vm_output::send(),61,62,69
0e4a4c2796cc816bdc37b028841dc9f58a989cf3,7,uservm::io_thread::system_vm::write(),7,9,13
0e4a4c2796cc816bdc37b028841dc9f58a989cf3,8,linuxd::worker_thread::handle_write_request(),16238,16382,16400
0e4a4c2796cc816bdc37b028841dc9f58a989cf3,9,nanvix-bench::read_exact(),27405,27566,27583
0e4a4c2796cc816bdc37b028841dc9f58a989cf3,10,Total,36927,37072,37085
29165c34725e3d176b7862c1cdade564b0e05d10,0,nanvix-bench::write_all(),,,
29165c34725e3d176b7862c1cdade564b0e05d10,1,linuxd::worker_thread::handle_read_request(),36024,36377,36453
29165c34725e3d176b7862c1cdade564b0e05d10,2,uservm::io_thread::system_vm::read(),23376,23426,23539
29165c34725e3d176b7862c1cdade564b0e05d10,3,uservm::memory_thread::data_rx::recv(),11,13,18
29165c34725e3d176b7862c1cdade564b0e05d10,4,uservm::lib::vm_input::vmexit(),85,90,92
29165c34725e3d176b7862c1cdade564b0e05d10,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
29165c34725e3d176b7862c1cdade564b0e05d10,6,uservm::lib::vm_output::send(),61,61,64
29165c34725e3d176b7862c1cdade564b0e05d10,7,uservm::io_thread::system_vm::write(),7,9,12
29165c34725e3d176b7862c1cdade564b0e05d10,8,linuxd::worker_thread::handle_write_request(),60462,61491,61593
29165c34725e3d176b7862c1cdade564b0e05d10,9,nanvix-bench::read_exact(),47973,48323,48373
29165c34725e3d176b7862c1cdade564b0e05d10,10,Total,36926,37073,37094
096f7414065a57805e2ca6b5107dc94130cc3845,0,nanvix-bench::write_all(),,,
096f7414065a57805e2ca6b5107dc94130cc3845,1,linuxd::worker_thread::handle_read_request(),62625,63728,63870
096f7414065a57805e2ca6b5107dc94130cc3845,2,uservm::io_thread::system_vm::read(),62158,63183,63197
096f7414065a57805e2ca6b5107dc94130cc3845,3,uservm::memory_thread::data_rx::recv(),11,12,14
096f7414065a57805e2ca6b5107dc94130cc3845,4,uservm::lib::vm_input::vmexit(),162,168,171
096f7414065a57805e2ca6b5107dc94130cc3845,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
096f7414065a57805e2ca6b5107dc94130cc3845,6,uservm::lib::vm_output::send(),61,62,63
096f7414065a57805e2ca6b5107dc94130cc3845,7,uservm::io_thread::system_vm::write(),6,8,11
096f7414065a57805e2ca6b5107dc94130cc3845,8,linuxd::worker_thread::handle_write_request(),21604,22712,22729
096f7414065a57805e2ca6b5107dc94130cc3845,9,nanvix-bench::read_exact(),21374,22536,22701
096f7414065a57805e2ca6b5107dc94130cc3845,10,Total,36929,37075,37091
0f5ba227c55f3f789d5a892f72cc21caaa4ccaba,0,nanvix-bench::write_all(),,,
0f5ba227c55f3f789d5a892f72cc21caaa4ccaba,1,linuxd::worker_thread::handle_read_request(),14446,14797,14847
0f5ba227c55f3f789d5a892f72cc21caaa4ccaba,2,uservm::io_thread::system_vm::read(),44461,44505,45375
0f5ba227c55f3f789d5a892f72cc21caaa4ccaba,3,uservm::memory_thread::data_rx::recv(),11,12,15
0f5ba227c55f3f789d5a892f72cc21caaa4ccaba,4,uservm::lib::vm_input::vmexit(),12,206,207
0f5ba227c55f3f789d5a892f72cc21caaa4ccaba,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
0f5ba227c55f3f789d5a892f72cc21caaa4ccaba,6,uservm::lib::vm_output::send(),61,61,62
0f5ba227c55f3f789d5a892f72cc21caaa4ccaba,7,uservm::io_thread::system_vm::write(),6,8,11
0f5ba227c55f3f789d5a892f72cc21caaa4ccaba,8,linuxd::worker_thread::handle_write_request(),39443,39580,39594
0f5ba227c55f3f789d5a892f72cc21caaa4ccaba,9,nanvix-bench::read_exact(),4019,4383,4438
0f5ba227c55f3f789d5a892f72cc21caaa4ccaba,10,Total,36927,37070,37086
a04a49cc8304fcbbbe08cd497a69356b385ae98a,0,nanvix-bench::write_all(),,,
a04a49cc8304fcbbbe08cd497a69356b385ae98a,1,linuxd::worker_thread::handle_read_request(),60909,61280,61372
a04a49cc8304fcbbbe08cd497a69356b385ae98a,2,uservm::io_thread::system_vm::read(),64027,64093,64205
a04a49cc8304fcbbbe08cd497a69356b385ae98a,3,uservm::memory_thread::data_rx::recv(),11,12,15
a04a49cc8304fcbbbe08cd497a69356b385ae98a,4,uservm::lib::vm_input::vmexit(),19,24,202
a04a49cc8304fcbbbe08cd497a69356b385ae98a,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
a04a49cc8304fcbbbe08cd497a69356b385ae98a,6,uservm::lib::vm_output::send(),61,61,62
a04a49cc8304fcbbbe08cd497a69356b385ae98a,7,uservm::io_thread::system_vm::write(),6,7,11
a04a49cc8304fcbbbe08cd497a69356b385ae98a,8,linuxd::worker_thread::handle_write_request(),19937,20935,20953
a04a49cc8304fcbbbe08cd497a69356b385ae98a,9,nanvix-bench::read_exact(),23079,23420,23461
a04a49cc8304fcbbbe08cd497a69356b385ae98a,10,Total,36926,37055,37070
6c6f7247c3168a53b1f034fa61bc1440db079178,0,nanvix-bench::write_all(),,,
6c6f7247c3168a53b1f034fa61bc1440db079178,1,linuxd::worker_thread::handle_read_request(),29220,29558,29657
6c6f7247c3168a53b1f034fa61bc1440db079178,2,uservm::io_thread::system_vm::read(),29923,30041,30066
6c6f7247c3168a53b1f034fa61bc1440db079178,3,uservm::memory_thread::data_rx::recv(),11,12,14
6c6f7247c3168a53b1f034fa61bc1440db079178,4,uservm::lib::vm_input::vmexit(),12,206,207
6c6f7247c3168a53b1f034fa61bc1440db079178,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
6c6f7247c3168a53b1f034fa61bc1440db079178,6,uservm::lib::vm_output::send(),60,61,62
6c6f7247c3168a53b1f034fa61bc1440db079178,7,uservm::io_thread::system_vm::write(),7,8,9
6c6f7247c3168a53b1f034fa61bc1440db079178,8,linuxd::worker_thread::handle_write_request(),53973,54127,54989
6c6f7247c3168a53b1f034fa61bc1440db079178,9,nanvix-bench::read_exact(),54779,55130,55185
6c6f7247c3168a53b1f034fa61bc1440db079178,10,Total,36926,37063,37083
b7ab360f2b492e8df6cc0b6c6ddbfe2d19d694dd,0,nanvix-bench::write_all(),,,
b7ab360f2b492e8df6cc0b6c6ddbfe2d19d694dd,1,linuxd::worker_thread::handle_read_request(),529,865,954
b7ab360f2b492e8df6cc0b6c6ddbfe2d19d694dd,2,uservm::io_thread::system_vm::read(),58621,58728,58755
b7ab360f2b492e8df6cc0b6c6ddbfe2d19d694dd,3,uservm::memory_thread::data_rx::recv(),11,13,16
b7ab360f2b492e8df6cc0b6c6ddbfe2d19d694dd,4,uservm::lib::vm_input::vmexit(),114,118,122
b7ab360f2b492e8df6cc0b6c6ddbfe2d19d694dd,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
b7ab360f2b492e8df6cc0b6c6ddbfe2d19d694dd,6,uservm::lib::vm_output::send(),61,61,62
b7ab360f2b492e8df6cc0b6c6ddbfe2d19d694dd,7,uservm::io_thread::system_vm::write(),7,9,12
b7ab360f2b492e8df6cc0b6c6ddbfe2d19d694dd,8,linuxd::worker_thread::handle_write_request(),25182,25324,26193
b7ab360f2b492e8df6cc0b6c6ddbfe2d19d694dd,9,nanvix-bench::read_exact(),17939,18274,18333
b7ab360f2b492e8df6cc0b6c6ddbfe2d19d694dd,10,Total,36926,37054,37069
5c775280c20f00358509076689637dbb25fda8bc,0,nanvix-bench::write_all(),,,
5c775280c20f00358509076689637dbb25fda8bc,1,linuxd::worker_thread::handle_read_request(),25033,25369,25435
5c775280c20f00358509076689637dbb25fda8bc,2,uservm::io_thread::system_vm::read(),33526,34528,34629
5c775280c20f00358509076689637dbb25fda8bc,3,uservm::memory_thread::data_rx::recv(),11,12,16
5c775280c20f00358509076689637dbb25fda8bc,4,uservm::lib::vm_input::vmexit(),92,96,99
5c775280c20f00358509076689637dbb25fda8bc,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
5c775280c20f00358509076689637dbb25fda8bc,6,uservm::lib::vm_output::send(),61,61,63
5c775280c20f00358509076689637dbb25fda8bc,7,uservm::io_thread::system_vm::write(),7,8,11
5c775280c20f00358509076689637dbb25fda8bc,8,linuxd::worker_thread::handle_write_request(),50302,50356,50450
5c775280c20f00358509076689637dbb25fda8bc,9,nanvix-bench::read_exact(),58964,59284,59343
5c775280c20f00358509076689637dbb25fda8bc,10,Total,36926,37041,37063
6aede6a6bf49af3c5683f8e58ec7311f467c1b10,0,nanvix-bench::write_all(),,,
6aede6a6bf49af3c5683f8e58ec7311f467c1b10,1,linuxd::worker_thread::handle_read_request(),17312,17657,17732
6aede6a6bf49af3c5683f8e58ec7311f467c1b10,2,uservm::io_thread::system_vm::read(),41743,41763,41861
6aede6a6bf49af3c5683f8e58ec7311f467c1b10,3,uservm::memory_thread::data_rx::recv(),11,12,16
6aede6a6bf49af3c5683f8e58ec7311f467c1b10,4,uservm::lib::vm_input::vmexit(),177,182,184
6aede6a6bf49af3c5683f8e58ec7311f467c1b10,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
6aede6a6bf49af3c5683f8e58ec7311f467c1b10,6,uservm::lib::vm_output::send(),60,61,63
6aede6a6bf49af3c5683f8e58ec7311f467c1b10,7,uservm::io_thread::system_vm::write(),7,8,12
6aede6a6bf49af3c5683f8e58ec7311f467c1b10,8,linuxd::worker_thread::handle_write_request(),42000,42106,42117
6aede6a6bf49af3c5683f8e58ec7311f467c1b10,9,nanvix-bench::read_exact(),1149,1500,1561
6aede6a6bf49af3c5683f8e58ec7311f467c1b10,10,Total,36926,37033,37054
c1143578e7b65da50c770532199bd3b8d1a661e5,0,nanvix-bench::write_all(),,,
c1143578e7b65da50c770532199bd3b8d1a661e5,1,linuxd::worker_thread::handle_read_request(),50155,50516,50600
c1143578e7b65da50c770532199bd3b8d1a661e5,2,uservm::io_thread::system_vm::read(),8829,8933,8966
c1143578e7b65da50c770532199bd3b8d1a661e5,3,uservm::memory_thread::data_rx::recv(),11,12,15
c1143578e7b65da50c770532199bd3b8d1a661e5,4,uservm::lib::vm_input::vmexit(),177,181,183
c1143578e7b65da50c770532199bd3b8d1a661e5,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
c1143578e7b65da50c770532199bd3b8d1a661e5,6,uservm::lib::vm_output::send(),60,61,63
c1143578e7b65da50c770532199bd3b8d1a661e5,7,uservm::io_thread::system_vm::write(),7,8,11
c1143578e7b65da50c770532199bd3b8d1a661e5,8,linuxd::worker_thread::handle_write_request(),9377,9506,9521
c1143578e7b65da50c770532199bd3b8d1a661e5,9,nanvix-bench::read_exact(),33844,34168,34233
c1143578e7b65da50c770532199bd3b8d1a661e5,10,Total,36926,37056,37071
3f06e437eca970c8c79d3690f139e612b7b26b77,0,nanvix-bench::write_all(),,,
3f06e437eca970c8c79d3690f139e612b7b26b77,1,linuxd::worker_thread::handle_read_request(),58917,60017,60164
3f06e437eca970c8c79d3690f139e612b7b26b77,2,uservm::io_thread::system_vm::read(),64489,65503,65508
3f06e437eca970c8c79d3690f139e612b7b26b77,3,uservm::memory_thread::data_rx::recv(),11,12,14
3f06e437eca970c8c79d3690f139e612b7b26b77,4,uservm::lib::vm_input::vmexit(),197,202,205
3f06e437eca970c8c79d3690f139e612b7b26b77,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
3f06e437eca970c8c79d3690f139e612b7b26b77,6,uservm::lib::vm_output::send(),61,61,62
3f06e437eca970c8c79d3690f139e612b7b26b77,7,uservm::io_thread::system_vm::write(),7,9,13
3f06e437eca970c8c79d3690f139e612b7b26b77,8,linuxd::worker_thread::handle_write_request(),18221,19252,19377
3f06e437eca970c8c79d3690f139e612b7b26b77,9,nanvix-bench::read_exact(),25074,26202,26359
3f06e437eca970c8c79d3690f139e612b7b26b77,10,Total,36929,37065,37083
05264e56586a9a58184f3a19dca5cc4f60d27816,0,nanvix-bench::write_all(),,,
05264e56586a9a58184f3a19dca5cc4f60d27816,1,linuxd::worker_thread::handle_read_request(),30928,32041,32172
05264e56586a9a58184f3a19dca5cc4f60d27816,2,uservm::io_thread::system_vm::read(),27741,28768,29735
05264e56586a9a58184f3a19dca5cc4f60d27816,3,uservm::memory_thread::data_rx::recv(),10,12,14
05264e56586a9a58184f3a19dca5cc4f60d27816,4,uservm::lib::vm_input::vmexit(),53,59,62
05264e56586a9a58184f3a19dca5cc4f60d27816,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
05264e56586a9a58184f3a19dca5cc4f60d27816,6,uservm::lib::vm_output::send(),61,61,62
05264e56586a9a58184f3a19dca5cc4f60d27816,7,uservm::io_thread::system_vm::write(),7,8,11
05264e56586a9a58184f3a19dca5cc4f60d27816,8,linuxd::worker_thread::handle_write_request(),56119,57155,57256
05264e56586a9a58184f3a19dca5cc4f60d27816,9,nanvix-bench::read_exact(),53066,54192,54337
05264e56586a9a58184f3a19dca5cc4f60d27816,10,Total,36930,37050,37067
bbbfd007d05a5e7ff9f7ff1e70adc2f6e8a1a8ad,0,nanvix-bench::write_all(),,,
bbbfd007d05a5e7ff9f7ff1e70adc2f6e8a1a8ad,1,linuxd::worker_thread::handle_read_request(),3639,4004,4064
bbbfd007d05a5e7ff9f7ff1e70adc2f6e8a1a8ad,2,uservm::io_thread::system_vm::read(),55144,56143,56158
bbbfd007d05a5e7ff9f7ff1e70adc2f6e8a1a8ad,3,uservm::memory_thread::data_rx::recv(),11,12,13
bbbfd007d05a5e7ff9f7ff1e70adc2f6e8a1a8ad,4,uservm::lib::vm_input::vmexit(),23,29,200
bbbfd007d05a5e7ff9f7ff1e70adc2f6e8a1a8ad,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
bbbfd007d05a5e7ff9f7ff1e70adc2f6e8a1a8ad,6,uservm::lib::vm_output::send(),61,61,64
bbbfd007d05a5e7ff9f7ff1e70adc2f6e8a1a8ad,7,uservm::io_thread::system_vm::write(),6,8,10
bbbfd007d05a5e7ff9f7ff1e70adc2f6e8a1a8ad,8,linuxd::worker_thread::handle_write_request(),28751,28877,28887
bbbfd007d05a5e7ff9f7ff1e70adc2f6e8a1a8ad,9,nanvix-bench::read_exact(),14834,15184,15230
bbbfd007d05a5e7ff9f7ff1e70adc2f6e8a1a8ad,10,Total,36926,37056,37067
c3ae53b86011825f7c5dc9b992d3a8244fdd5c01,0,nanvix-bench::write_all(),,,
c3ae53b86011825f7c5dc9b992d3a8244fdd5c01,1,linuxd::worker_thread::handle_read_request(),42086,43205,43368
c3ae53b86011825f7c5dc9b992d3a8244fdd5c01,2,uservm::io_thread::system_vm::read(),17250,18397,18414
c3ae53b86011825f7c5dc9b992d3a8244fdd5c01,3,uservm::memory_thread::data_rx::recv(),11,12,15
c3ae53b86011825f7c5dc9b992d3a8244fdd5c01,4,uservm::lib::vm_input::vmexit(),189,195,197
c3ae53b86011825f7c5dc9b992d3a8244fdd5c01,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
c3ae53b86011825f7c5dc9b992d3a8244fdd5c01,6,uservm::lib::vm_output::send(),60,61,63
c3ae53b86011825f7c5dc9b992d3a8244fdd5c01,7,uservm::io_thread::system_vm::write(),7,8,11
c3ae53b86011825f7c5dc9b992d3a8244fdd5c01,8,linuxd::worker_thread::handle_write_request(),1783,65328,65470
c3ae53b86011825f7c5dc9b992d3a8244fdd5c01,9,nanvix-bench::read_exact(),41920,43010,43154
c3ae53b86011825f7c5dc9b992d3a8244fdd5c01,10,Total,36930,37087,37104
580b0a7c4236e161270ce0400776c652c73445c8,0,nanvix-bench::write_all(),,,
580b0a7c4236e161270ce0400776c652c73445c8,1,linuxd::worker_thread::handle_read_request(),19600,20726,20873
580b0a7c4236e161270ce0400776c652c73445c8,2,uservm::io_thread::system_vm::read(),39749,40845,40865
580b0a7c4236e161270ce0400776c652c73445c8,3,uservm::memory_thread::data_rx::recv(),11,12,15
580b0a7c4236e161270ce0400776c652c73445c8,4,uservm::lib::vm_input::vmexit(),30,35,187
580b0a7c4236e161270ce0400776c652c73445c8,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
580b0a7c4236e161270ce0400776c652c73445c8,6,uservm::lib::vm_output::send(),60,61,63
580b0a7c4236e161270ce0400776c652c73445c8,7,uservm::io_thread::system_vm::write(),7,8,11
580b0a7c4236e161270ce0400776c652c73445c8,8,linuxd::worker_thread::handle_write_request(),44136,46018,46088
580b0a7c4236e161270ce0400776c652c73445c8,9,nanvix-bench::read_exact(),64311,65420,65516
580b0a7c4236e161270ce0400776c652c73445c8,10,Total,36930,37033,37065
dfcfb2dafc6acfa86cd1db8f8c6cd498202e202c,0,nanvix-bench::write_all(),,,
dfcfb2dafc6acfa86cd1db8f8c6cd498202e202c,1,linuxd::worker_thread::handle_read_request(),28608,29728,29878
dfcfb2dafc6acfa86cd1db8f8c6cd498202e202c,2,uservm::io_thread::system_vm::read(),30731,31758,31841
dfcfb2dafc6acfa86cd1db8f8c6cd498202e202c,3,uservm::memory_thread::data_rx::recv(),11,12,15
dfcfb2dafc6acfa86cd1db8f8c6cd498202e202c,4,uservm::lib::vm_input::vmexit(),158,163,166
dfcfb2dafc6acfa86cd1db8f8c6cd498202e202c,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
dfcfb2dafc6acfa86cd1db8f8c6cd498202e202c,6,uservm::lib::vm_output::send(),61,63,72
dfcfb2dafc6acfa86cd1db8f8c6cd498202e202c,7,uservm::io_thread::system_vm::write(),7,9,12
dfcfb2dafc6acfa86cd1db8f8c6cd498202e202c,8,linuxd::worker_thread::handle_write_request(),53084,54149,55022
dfcfb2dafc6acfa86cd1db8f8c6cd498202e202c,9,nanvix-bench::read_exact(),55382,56520,56670
dfcfb2dafc6acfa86cd1db8f8c6cd498202e202c,10,Total,36929,37062,37084
e549ace612712af9292e8d3165c0d5c1f7c030cc,0,nanvix-bench::write_all(),,,
e549ace612712af9292e8d3165c0d5c1f7c030cc,1,linuxd::worker_thread::handle_read_request(),26826,27965,28104
e549ace612712af9292e8d3165c0d5c1f7c030cc,2,uservm::io_thread::system_vm::read(),32505,33658,33679
e549ace612712af9292e8d3165c0d5c1f7c030cc,3,uservm::memory_thread::data_rx::recv(),11,14,16
e549ace612712af9292e8d3165c0d5c1f7c030cc,4,uservm::lib::vm_input::vmexit(),140,147,151
