commit,size,p50,p95,p99
a9c69bf37598e915aea5ae3263cb40d1043936cf,1KiB,95,110,116
a9c69bf37598e915aea5ae3263cb40d1043936cf,4KiB,191,207,220
a9c69bf37598e915aea5ae3263cb40d1043936cf,8KiB,287,295,297
a9c69bf37598e915aea5ae3263cb40d1043936cf,16KiB,471,480,485
a9c69bf37598e915aea5ae3263cb40d1043936cf,32KiB,833,848,858
a9c69bf37598e915aea5ae3263cb40d1043936cf,64KiB,1560,1586,1597
fb67c3c589c845b2c007036b6b7b7e2602a436ea,32B,97,111,112
fb67c3c589c845b2c007036b6b7b7e2602a436ea,1KiB,98,110,113
fb67c3c589c845b2c007036b6b7b7e2602a436ea,4KiB,179,213,244
fb67c3c589c845b2c007036b6b7b7e2602a436ea,8KiB,257,280,337
fb67c3c589c845b2c007036b6b7b7e2602a436ea,16KiB,425,443,469
fb67c3c589c845b2c007036b6b7b7e2602a436ea,32KiB,760,796,846
fb67c3c589c845b2c007036b6b7b7e2602a436ea,64KiB,1419,1474,1499
ba79625589de65d9c18c79b0975df5635249dad8,32B,96,108,119
ba79625589de65d9c18c79b0975df5635249dad8,1KiB,97,108,111
ba79625589de65d9c18c79b0975df5635249dad8,4KiB,195,216,220
ba79625589de65d9c18c79b0975df5635249dad8,8KiB,290,310,325
ba79625589de65d9c18c79b0975df5635249dad8,16KiB,476,492,497
ba79625589de65d9c18c79b0975df5635249dad8,32KiB,840,857,862
ba79625589de65d9c18c79b0975df5635249dad8,64KiB,1593,1618,1624
0f236eddf3079eb446127cf4bb7523fd8af5c994,32B,95,106,115
0f236eddf3079eb446127cf4bb7523fd8af5c994,1KiB,95,105,108
0f236eddf3079eb446127cf4bb7523fd8af5c994,4KiB,193,205,214
0f236eddf3079eb446127cf4bb7523fd8af5c994,8KiB,290,303,311
0f236eddf3079eb446127cf4bb7523fd8af5c994,16KiB,475,494,500
0f236eddf3079eb446127cf4bb7523fd8af5c994,32KiB,849,863,878
0f236eddf3079eb446127cf4bb7523fd8af5c994,64KiB,1601,1618,1645
fda70d4f59297b17bad8fe9f43097dd7fa60d8ef,32B,94,106,110
fda70d4f59297b17bad8fe9f43097dd7fa60d8ef,1KiB,95,110,161
fda70d4f59297b17bad8fe9f43097dd7fa60d8ef,4KiB,200,213,219
fda70d4f59297b17bad8fe9f43097dd7fa60d8ef,8KiB,304,311,313
fda70d4f59297b17bad8fe9f43097dd7fa60d8ef,16KiB,493,509,518
fda70d4f59297b17bad8fe9f43097dd7fa60d8ef,32KiB,877,889,905
fda70d4f59297b17bad8fe9f43097dd7fa60d8ef,64KiB,1641,1661,1676
f78a295704f72db48f78b86732a0f72d2626eb39,32B,95,107,112
f78a295704f72db48f78b86732a0f72d2626eb39,1KiB,95,105,116
f78a295704f72db48f78b86732a0f72d2626eb39,4KiB,192,204,207
f78a295704f72db48f78b86732a0f72d2626eb39,8KiB,287,305,331
f78a295704f72db48f78b86732a0f72d2626eb39,16KiB,469,486,489
f78a295704f72db48f78b86732a0f72d2626eb39,32KiB,835,850,858
f78a295704f72db48f78b86732a0f72d2626eb39,64KiB,1558,1591,1607
114ff6a9858119d95496e97664031289e56097dc,32B,97,109,154
114ff6a9858119d95496e97664031289e56097dc,1KiB,98,107,111
114ff6a9858119d95496e97664031289e56097dc,4KiB,199,218,230
114ff6a9858119d95496e97664031289e56097dc,8KiB,313,330,337
114ff6a9858119d95496e97664031289e56097dc,16KiB,499,525,541
114ff6a9858119d95496e97664031289e56097dc,32KiB,878,912,921
114ff6a9858119d95496e97664031289e56097dc,64KiB,1634,1656,1678
1f1bc9192875f39fc927e99972426734e0119b74,32B,95,109,119
1f1bc9192875f39fc927e99972426734e0119b74,1KiB,95,105,107
1f1bc9192875f39fc927e99972426734e0119b74,4KiB,191,206,217
1f1bc9192875f39fc927e99972426734e0119b74,8KiB,287,298,301
1f1bc9192875f39fc927e99972426734e0119b74,16KiB,467,479,485
1f1bc9192875f39fc927e99972426734e0119b74,32KiB,822,836,850
1f1bc9192875f39fc927e99972426734e0119b74,64KiB,1531,1573,1600
9b05a9c32540114a2ec91b1eb542dce54139cbaa,32B,94,104,146
9b05a9c32540114a2ec91b1eb542dce54139cbaa,1KiB,95,106,116
9b05a9c32540114a2ec91b1eb542dce54139cbaa,4KiB,191,210,215
9b05a9c32540114a2ec91b1eb542dce54139cbaa,8KiB,286,303,310
9b05a9c32540114a2ec91b1eb542dce54139cbaa,16KiB,468,483,520
9b05a9c32540114a2ec91b1eb542dce54139cbaa,32KiB,832,850,871
9b05a9c32540114a2ec91b1eb542dce54139cbaa,64KiB,1546,1566,1598
db765ab2ded8ee27724ea1e134956e23b037376b,32B,96,110,118
db765ab2ded8ee27724ea1e134956e23b037376b,1KiB,96,107,110
db765ab2ded8ee27724ea1e134956e23b037376b,4KiB,197,208,219
db765ab2ded8ee27724ea1e134956e23b037376b,8KiB,297,306,311
db765ab2ded8ee27724ea1e134956e23b037376b,16KiB,485,499,500
db765ab2ded8ee27724ea1e134956e23b037376b,32KiB,858,875,888
db765ab2ded8ee27724ea1e134956e23b037376b,64KiB,1601,1634,1649
5f5e654b898c22944f747e67b21e33c7826630bf,32B,95,106,116
5f5e654b898c22944f747e67b21e33c7826630bf,1KiB,96,114,118
5f5e654b898c22944f747e67b21e33c7826630bf,4KiB,194,207,209
5f5e654b898c22944f747e67b21e33c7826630bf,8KiB,295,305,308
5f5e654b898c22944f747e67b21e33c7826630bf,16KiB,485,495,500
5f5e654b898c22944f747e67b21e33c7826630bf,32KiB,858,875,880
5f5e654b898c22944f747e67b21e33c7826630bf,64KiB,1615,1638,1641
16d9f5969fd0510333818f5bc32cc9324adfd20b,32B,94,107,114
16d9f5969fd0510333818f5bc32cc9324adfd20b,1KiB,95,109,121
16d9f5969fd0510333818f5bc32cc9324adfd20b,4KiB,191,203,207
16d9f5969fd0510333818f5bc32cc9324adfd20b,8KiB,287,305,310
16d9f5969fd0510333818f5bc32cc9324adfd20b,16KiB,470,486,488
16d9f5969fd0510333818f5bc32cc9324adfd20b,32KiB,834,853,861
16d9f5969fd0510333818f5bc32cc9324adfd20b,64KiB,1558,1579,1598
21ad0824249ac7f991dccca8956b08326452556a,32B,95,108,114
21ad0824249ac7f991dccca8956b08326452556a,1KiB,96,107,118
21ad0824249ac7f991dccca8956b08326452556a,4KiB,193,207,219
21ad0824249ac7f991dccca8956b08326452556a,8KiB,289,311,320
21ad0824249ac7f991dccca8956b08326452556a,16KiB,469,489,493
21ad0824249ac7f991dccca8956b08326452556a,32KiB,827,842,848
21ad0824249ac7f991dccca8956b08326452556a,64KiB,1549,1574,1607
762e69748cc6e56f864e95ff608cac311cd60c23,32B,100,118,123
762e69748cc6e56f864e95ff608cac311cd60c23,1KiB,100,111,122
762e69748cc6e56f864e95ff608cac311cd60c23,4KiB,205,217,240
762e69748cc6e56f864e95ff608cac311cd60c23,8KiB,311,323,339
762e69748cc6e56f864e95ff608cac311cd60c23,16KiB,507,530,542
762e69748cc6e56f864e95ff608cac311cd60c23,32KiB,898,912,930
762e69748cc6e56f864e95ff608cac311cd60c23,64KiB,1633,1693,1698
ca1fc831645b7b7594854bdc726db886cd95df63,32B,102,114,123
ca1fc831645b7b7594854bdc726db886cd95df63,1KiB,103,113,123
ca1fc831645b7b7594854bdc726db886cd95df63,4KiB,210,221,225
ca1fc831645b7b7594854bdc726db886cd95df63,8KiB,304,314,369
ca1fc831645b7b7594854bdc726db886cd95df63,16KiB,507,521,533
ca1fc831645b7b7594854bdc726db886cd95df63,32KiB,870,920,938
ca1fc831645b7b7594854bdc726db886cd95df63,64KiB,1628,1652,1674
c443b4230aea730739af9e0ded57a8a10e0800af,32B,86,100,108
c443b4230aea730739af9e0ded57a8a10e0800af,1KiB,85,96,106
c443b4230aea730739af9e0ded57a8a10e0800af,4KiB,174,186,198
c443b4230aea730739af9e0ded57a8a10e0800af,8KiB,256,277,283
c443b4230aea730739af9e0ded57a8a10e0800af,16KiB,421,439,444
c443b4230aea730739af9e0ded57a8a10e0800af,32KiB,756,770,779
c443b4230aea730739af9e0ded57a8a10e0800af,64KiB,1419,1436,1456
d7a5c335c9996153a75f8f2429572620ff602cc8,32B,94,107,115
d7a5c335c9996153a75f8f2429572620ff602cc8,1KiB,96,109,115
d7a5c335c9996153a75f8f2429572620ff602cc8,4KiB,191,207,217
d7a5c335c9996153a75f8f2429572620ff602cc8,8KiB,286,305,307
d7a5c335c9996153a75f8f2429572620ff602cc8,16KiB,465,485,518
d7a5c335c9996153a75f8f2429572620ff602cc8,32KiB,831,845,859
d7a5c335c9996153a75f8f2429572620ff602cc8,64KiB,1550,1569,1596
8c437a8270a0bf524d9ab236a24fbc2ca9993e94,32B,96,108,120
8c437a8270a0bf524d9ab236a24fbc2ca9993e94,1KiB,96,106,123
8c437a8270a0bf524d9ab236a24fbc2ca9993e94,4KiB,196,214,229
8c437a8270a0bf524d9ab236a24fbc2ca9993e94,8KiB,293,309,335
8c437a8270a0bf524d9ab236a24fbc2ca9993e94,16KiB,481,493,522
8c437a8270a0bf524d9ab236a24fbc2ca9993e94,32KiB,857,874,884
8c437a8270a0bf524d9ab236a24fbc2ca9993e94,64KiB,1610,1632,1646
0fcfddb96c53b7969f752f9d42e21c65fc20c026,32B,96,106,122
0fcfddb96c53b7969f752f9d42e21c65fc20c026,1KiB,97,107,112
0fcfddb96c53b7969f752f9d42e21c65fc20c026,4KiB,196,213,216
0fcfddb96c53b7969f752f9d42e21c65fc20c026,8KiB,293,312,314
0fcfddb96c53b7969f752f9d42e21c65fc20c026,16KiB,477,490,528
0fcfddb96c53b7969f752f9d42e21c65fc20c026,32KiB,846,858,886
0fcfddb96c53b7969f752f9d42e21c65fc20c026,64KiB,1575,1595,1610
bb7c71bd160dd382ad040495a6c78eaf95c6180d,32B,96,107,114
bb7c71bd160dd382ad040495a6c78eaf95c6180d,1KiB,97,110,120
bb7c71bd160dd382ad040495a6c78eaf95c6180d,4KiB,197,207,212
bb7c71bd160dd382ad040495a6c78eaf95c6180d,8KiB,295,306,324
bb7c71bd160dd382ad040495a6c78eaf95c6180d,16KiB,485,498,501
bb7c71bd160dd382ad040495a6c78eaf95c6180d,32KiB,858,876,881
bb7c71bd160dd382ad040495a6c78eaf95c6180d,64KiB,1607,1635,1645
4a2567c75ae9e04a9fbe6a7689eef9f5e77411a9,32B,96,108,111
4a2567c75ae9e04a9fbe6a7689eef9f5e77411a9,1KiB,97,108,132
4a2567c75ae9e04a9fbe6a7689eef9f5e77411a9,4KiB,198,211,212
4a2567c75ae9e04a9fbe6a7689eef9f5e77411a9,8KiB,298,316,320
4a2567c75ae9e04a9fbe6a7689eef9f5e77411a9,16KiB,488,507,509
4a2567c75ae9e04a9fbe6a7689eef9f5e77411a9,32KiB,866,885,892
4a2567c75ae9e04a9fbe6a7689eef9f5e77411a9,64KiB,1629,1650,1686
b469373fa88625e47218665d22760872ffc97f70,32B,97,109,112
b469373fa88625e47218665d22760872ffc97f70,1KiB,97,106,131
b469373fa88625e47218665d22760872ffc97f70,4KiB,197,210,228
b469373fa88625e47218665d22760872ffc97f70,8KiB,296,307,317
b469373fa88625e47218665d22760872ffc97f70,16KiB,481,502,509
b469373fa88625e47218665d22760872ffc97f70,32KiB,864,875,880
b469373fa88625e47218665d22760872ffc97f70,64KiB,1614,1642,1680
88f234784201065ad1205f843b246993350117a1,32B,96,108,145
88f234784201065ad1205f843b246993350117a1,1KiB,96,110,116
88f234784201065ad1205f843b246993350117a1,4KiB,192,204,206
88f234784201065ad1205f843b246993350117a1,8KiB,285,295,306
88f234784201065ad1205f843b246993350117a1,16KiB,467,483,494
88f234784201065ad1205f843b246993350117a1,32KiB,842,859,873
88f234784201065ad1205f843b246993350117a1,64KiB,1576,1609,1629
54ec5e190232b1b6ed26a948997e9adfcded48e7,32B,98,109,116
54ec5e190232b1b6ed26a948997e9adfcded48e7,1KiB,96,106,110
54ec5e190232b1b6ed26a948997e9adfcded48e7,4KiB,197,212,219
54ec5e190232b1b6ed26a948997e9adfcded48e7,8KiB,295,314,318
54ec5e190232b1b6ed26a948997e9adfcded48e7,16KiB,488,506,508
54ec5e190232b1b6ed26a948997e9adfcded48e7,32KiB,877,891,896
54ec5e190232b1b6ed26a948997e9adfcded48e7,64KiB,1642,1661,1687
ab02fb8a6958f20c2fd6b1233c7815c3b22a8937,32B,95,113,117
ab02fb8a6958f20c2fd6b1233c7815c3b22a8937,1KiB,96,107,113
ab02fb8a6958f20c2fd6b1233c7815c3b22a8937,4KiB,205,218,225
ab02fb8a6958f20c2fd6b1233c7815c3b22a8937,8KiB,298,309,321
ab02fb8a6958f20c2fd6b1233c7815c3b22a8937,16KiB,481,498,516
ab02fb8a6958f20c2fd6b1233c7815c3b22a8937,32KiB,889,903,915
ab02fb8a6958f20c2fd6b1233c7815c3b22a8937,64KiB,1667,1685,1701
cf7bc751d8be7998ec95bc071ea9812f85c1a987,32B,93,105,111
cf7bc751d8be7998ec95bc071ea9812f85c1a987,1KiB,94,107,114
cf7bc751d8be7998ec95bc071ea9812f85c1a987,4KiB,189,207,211
cf7bc751d8be7998ec95bc071ea9812f85c1a987,8KiB,287,301,306
cf7bc751d8be7998ec95bc071ea9812f85c1a987,16KiB,468,481,494
cf7bc751d8be7998ec95bc071ea9812f85c1a987,32KiB,835,847,853
cf7bc751d8be7998ec95bc071ea9812f85c1a987,64KiB,1562,1587,1620
bfd70b923acbfc2cd88fa5cd157e1b9ac151c196,32B,96,109,181
bfd70b923acbfc2cd88fa5cd157e1b9ac151c196,1KiB,97,108,116
bfd70b923acbfc2cd88fa5cd157e1b9ac151c196,4KiB,198,216,217
bfd70b923acbfc2cd88fa5cd157e1b9ac151c196,8KiB,297,316,327
bfd70b923acbfc2cd88fa5cd157e1b9ac151c196,16KiB,492,506,511
bfd70b923acbfc2cd88fa5cd157e1b9ac151c196,32KiB,880,892,900
bfd70b923acbfc2cd88fa5cd157e1b9ac151c196,64KiB,1651,1665,1682
0e64c5fe5a376ac81bebb79b04891da3866d3210,32B,95,106,114
0e64c5fe5a376ac81bebb79b04891da3866d3210,1KiB,102,116,187
0e64c5fe5a376ac81bebb79b04891da3866d3210,4KiB,209,222,226
0e64c5fe5a376ac81bebb79b04891da3866d3210,8KiB,309,326,339
0e64c5fe5a376ac81bebb79b04891da3866d3210,16KiB,512,527,549
0e64c5fe5a376ac81bebb79b04891da3866d3210,32KiB,909,922,984
0e64c5fe5a376ac81bebb79b04891da3866d3210,64KiB,1694,1717,1764
36e85c1ca826f4f1dffae64b846cf8918a03997a,32B,95,109,112
36e85c1ca826f4f1dffae64b846cf8918a03997a,1KiB,96,109,120
36e85c1ca826f4f1dffae64b846cf8918a03997a,4KiB,196,215,261
36e85c1ca826f4f1dffae64b846cf8918a03997a,8KiB,293,315,318
36e85c1ca826f4f1dffae64b846cf8918a03997a,16KiB,480,498,501
36e85c1ca826f4f1dffae64b846cf8918a03997a,32KiB,852,867,875
36e85c1ca826f4f1dffae64b846cf8918a03997a,64KiB,1598,1625,1649
f49ac0fceb9d1b171ab98d606efb619ece0b5358,32B,93,108,110
f49ac0fceb9d1b171ab98d606efb619ece0b5358,1KiB,95,107,163
f49ac0fceb9d1b171ab98d606efb619ece0b5358,4KiB,198,209,212
f49ac0fceb9d1b171ab98d606efb619ece0b5358,8KiB,299,309,313
f49ac0fceb9d1b171ab98d606efb619ece0b5358,16KiB,488,504,524
f49ac0fceb9d1b171ab98d606efb619ece0b5358,32KiB,861,877,890
f49ac0fceb9d1b171ab98d606efb619ece0b5358,64KiB,1618,1644,1650
4fe23311b2de2c844d2133705490487d83be491d,32B,95,109,115
4fe23311b2de2c844d2133705490487d83be491d,1KiB,95,107,115
4fe23311b2de2c844d2133705490487d83be491d,4KiB,191,203,216
4fe23311b2de2c844d2133705490487d83be491d,8KiB,286,296,299
4fe23311b2de2c844d2133705490487d83be491d,16KiB,474,486,497
4fe23311b2de2c844d2133705490487d83be491d,32KiB,847,862,880
4fe23311b2de2c844d2133705490487d83be491d,64KiB,1586,1610,1613
4c29d4ad781b56778425d2a9ce8fc56c241eee25,32B,95,105,108
4c29d4ad781b56778425d2a9ce8fc56c241eee25,1KiB,95,104,111
4c29d4ad781b56778425d2a9ce8fc56c241eee25,4KiB,191,202,215
4c29d4ad781b56778425d2a9ce8fc56c241eee25,8KiB,284,307,313
4c29d4ad781b56778425d2a9ce8fc56c241eee25,16KiB,470,485,517
4c29d4ad781b56778425d2a9ce8fc56c241eee25,32KiB,842,857,878
4c29d4ad781b56778425d2a9ce8fc56c241eee25,64KiB,1574,1595,1618
