commit,step,label,p50,p95,p99
fbec8db2ec943384afacd52c93bf0f0766500554,7,uservm::io_thread::system_vm::write(),9,12,14
fbec8db2ec943384afacd52c93bf0f0766500554,8,linuxd::worker_thread::handle_write_request(),14,30,32
fbec8db2ec943384afacd52c93bf0f0766500554,9,nanvix-bench::read_exact(),21,23,26
fbec8db2ec943384afacd52c93bf0f0766500554,10,Total,243,265,277
10d95989620e854f68804b93003958280827cb66,0,nanvix-bench::write_all(),,,
10d95989620e854f68804b93003958280827cb66,1,linuxd::worker_thread::handle_read_request(),91,113,119
10d95989620e854f68804b93003958280827cb66,2,uservm::io_thread::system_vm::read(),16,19,21
10d95989620e854f68804b93003958280827cb66,3,uservm::memory_thread::data_rx::recv(),7,7,7
10d95989620e854f68804b93003958280827cb66,4,uservm::lib::vm_input::vmexit(),18,20,25
10d95989620e854f68804b93003958280827cb66,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
10d95989620e854f68804b93003958280827cb66,6,uservm::lib::vm_output::send(),57,66,70
10d95989620e854f68804b93003958280827cb66,7,uservm::io_thread::system_vm::write(),9,13,13
10d95989620e854f68804b93003958280827cb66,8,linuxd::worker_thread::handle_write_request(),22,30,32
10d95989620e854f68804b93003958280827cb66,9,nanvix-bench::read_exact(),22,23,26
10d95989620e854f68804b93003958280827cb66,10,Total,244,268,277
07468c358becde92c52e4ace2a8f0d33f73ac261,0,nanvix-bench::write_all(),,,
07468c358becde92c52e4ace2a8f0d33f73ac261,1,linuxd::worker_thread::handle_read_request(),96,111,117
07468c358becde92c52e4ace2a8f0d33f73ac261,2,uservm::io_thread::system_vm::read(),16,18,20
07468c358becde92c52e4ace2a8f0d33f73ac261,3,uservm::memory_thread::data_rx::recv(),7,7,7
07468c358becde92c52e4ace2a8f0d33f73ac261,4,uservm::lib::vm_input::vmexit(),17,21,25
07468c358becde92c52e4ace2a8f0d33f73ac261,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
07468c358becde92c52e4ace2a8f0d33f73ac261,6,uservm::lib::vm_output::send(),57,65,69
07468c358becde92c52e4ace2a8f0d33f73ac261,7,uservm::io_thread::system_vm::write(),9,12,13
07468c358becde92c52e4ace2a8f0d33f73ac261,8,linuxd::worker_thread::handle_write_request(),20,30,34
07468c358becde92c52e4ace2a8f0d33f73ac261,9,nanvix-bench::read_exact(),22,23,27
07468c358becde92c52e4ace2a8f0d33f73ac261,10,Total,247,266,275
e33ac8001f9ba02c821da93b7554c622063d0335,0,nanvix-bench::write_all(),,,
e33ac8001f9ba02c821da93b7554c622063d0335,1,linuxd::worker_thread::handle_read_request(),90,112,118
e33ac8001f9ba02c821da93b7554c622063d0335,2,uservm::io_thread::system_vm::read(),16,17,20
e33ac8001f9ba02c821da93b7554c622063d0335,3,uservm::memory_thread::data_rx::recv(),7,7,7
e33ac8001f9ba02c821da93b7554c622063d0335,4,uservm::lib::vm_input::vmexit(),17,19,24
e33ac8001f9ba02c821da93b7554c622063d0335,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
e33ac8001f9ba02c821da93b7554c622063d0335,6,uservm::lib::vm_output::send(),57,66,70
e33ac8001f9ba02c821da93b7554c622063d0335,7,uservm::io_thread::system_vm::write(),10,13,14
e33ac8001f9ba02c821da93b7554c622063d0335,8,linuxd::worker_thread::handle_write_request(),15,30,33
e33ac8001f9ba02c821da93b7554c622063d0335,9,nanvix-bench::read_exact(),21,23,26
e33ac8001f9ba02c821da93b7554c622063d0335,10,Total,241,262,273
ca46d099c8ee148e6a1dceab0c777c3eec87abff,0,nanvix-bench::write_all(),,,
ca46d099c8ee148e6a1dceab0c777c3eec87abff,1,linuxd::worker_thread::handle_read_request(),92,111,118
ca46d099c8ee148e6a1dceab0c777c3eec87abff,2,uservm::io_thread::system_vm::read(),16,17,19
ca46d099c8ee148e6a1dceab0c777c3eec87abff,3,uservm::memory_thread::data_rx::recv(),7,7,8
ca46d099c8ee148e6a1dceab0c777c3eec87abff,4,uservm::lib::vm_input::vmexit(),17,20,24
ca46d099c8ee148e6a1dceab0c777c3eec87abff,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
ca46d099c8ee148e6a1dceab0c777c3eec87abff,6,uservm::lib::vm_output::send(),57,67,70
ca46d099c8ee148e6a1dceab0c777c3eec87abff,7,uservm::io_thread::system_vm::write(),9,13,13
ca46d099c8ee148e6a1dceab0c777c3eec87abff,8,linuxd::worker_thread::handle_write_request(),16,30,33
ca46d099c8ee148e6a1dceab0c777c3eec87abff,9,nanvix-bench::read_exact(),22,24,27
ca46d099c8ee148e6a1dceab0c777c3eec87abff,10,Total,246,270,278
04e6fc234edd3addf227aec3f4a3b105ed688ade,0,nanvix-bench::write_all(),,,
04e6fc234edd3addf227aec3f4a3b105ed688ade,1,linuxd::worker_thread::handle_read_request(),96,112,123
04e6fc234edd3addf227aec3f4a3b105ed688ade,2,uservm::io_thread::system_vm::read(),17,19,20
04e6fc234edd3addf227aec3f4a3b105ed688ade,3,uservm::memory_thread::data_rx::recv(),7,7,8
04e6fc234edd3addf227aec3f4a3b105ed688ade,4,uservm::lib::vm_input::vmexit(),16,19,24
04e6fc234edd3addf227aec3f4a3b105ed688ade,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
04e6fc234edd3addf227aec3f4a3b105ed688ade,6,uservm::lib::vm_output::send(),57,67,71
04e6fc234edd3addf227aec3f4a3b105ed688ade,7,uservm::io_thread::system_vm::write(),9,12,13
04e6fc234edd3addf227aec3f4a3b105ed688ade,8,linuxd::worker_thread::handle_write_request(),17,30,33
04e6fc234edd3addf227aec3f4a3b105ed688ade,9,nanvix-bench::read_exact(),21,23,26
04e6fc234edd3addf227aec3f4a3b105ed688ade,10,Total,245,270,280
24371cffef255e35188d840916e1949d8743b954,0,nanvix-bench::write_all(),,,
24371cffef255e35188d840916e1949d8743b954,1,linuxd::worker_thread::handle_read_request(),93,112,118
24371cffef255e35188d840916e1949d8743b954,2,uservm::io_thread::system_vm::read(),17,20,21
24371cffef255e35188d840916e1949d8743b954,3,uservm::memory_thread::data_rx::recv(),7,7,8
24371cffef255e35188d840916e1949d8743b954,4,uservm::lib::vm_input::vmexit(),16,20,25
24371cffef255e35188d840916e1949d8743b954,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
24371cffef255e35188d840916e1949d8743b954,6,uservm::lib::vm_output::send(),57,65,69
24371cffef255e35188d840916e1949d8743b954,7,uservm::io_thread::system_vm::write(),9,13,13
24371cffef255e35188d840916e1949d8743b954,8,linuxd::worker_thread::handle_write_request(),18,30,33
24371cffef255e35188d840916e1949d8743b954,9,nanvix-bench::read_exact(),22,23,25
24371cffef255e35188d840916e1949d8743b954,10,Total,244,269,278
76e639cdcee72a13c1280e6274f532a45d4974c1,0,nanvix-bench::write_all(),,,
76e639cdcee72a13c1280e6274f532a45d4974c1,1,linuxd::worker_thread::handle_read_request(),89,110,125
76e639cdcee72a13c1280e6274f532a45d4974c1,2,uservm::io_thread::system_vm::read(),16,19,20
76e639cdcee72a13c1280e6274f532a45d4974c1,3,uservm::memory_thread::data_rx::recv(),7,7,8
76e639cdcee72a13c1280e6274f532a45d4974c1,4,uservm::lib::vm_input::vmexit(),17,20,25
76e639cdcee72a13c1280e6274f532a45d4974c1,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
76e639cdcee72a13c1280e6274f532a45d4974c1,6,uservm::lib::vm_output::send(),57,70,76
76e639cdcee72a13c1280e6274f532a45d4974c1,7,uservm::io_thread::system_vm::write(),9,13,14
76e639cdcee72a13c1280e6274f532a45d4974c1,8,linuxd::worker_thread::handle_write_request(),18,32,35
76e639cdcee72a13c1280e6274f532a45d4974c1,9,nanvix-bench::read_exact(),22,23,25
76e639cdcee72a13c1280e6274f532a45d4974c1,10,Total,242,271,283
f99cfd1ef31e0b0047eb9fe7582e5818ed1f4289,0,nanvix-bench::write_all(),,,
f99cfd1ef31e0b0047eb9fe7582e5818ed1f4289,1,linuxd::worker_thread::handle_read_request(),97,112,118
f99cfd1ef31e0b0047eb9fe7582e5818ed1f4289,2,uservm::io_thread::system_vm::read(),16,17,20
f99cfd1ef31e0b0047eb9fe7582e5818ed1f4289,3,uservm::memory_thread::data_rx::recv(),7,7,8
f99cfd1ef31e0b0047eb9fe7582e5818ed1f4289,4,uservm::lib::vm_input::vmexit(),17,20,25
f99cfd1ef31e0b0047eb9fe7582e5818ed1f4289,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
f99cfd1ef31e0b0047eb9fe7582e5818ed1f4289,6,uservm::lib::vm_output::send(),57,64,70
f99cfd1ef31e0b0047eb9fe7582e5818ed1f4289,7,uservm::io_thread::system_vm::write(),9,13,13
f99cfd1ef31e0b0047eb9fe7582e5818ed1f4289,8,linuxd::worker_thread::handle_write_request(),17,31,33
f99cfd1ef31e0b0047eb9fe7582e5818ed1f4289,9,nanvix-bench::read_exact(),22,23,27
f99cfd1ef31e0b0047eb9fe7582e5818ed1f4289,10,Total,246,268,277
6ed6f8f9b10974b1b6a6073b8bae3bff64d55b45,0,nanvix-bench::write_all(),,,
6ed6f8f9b10974b1b6a6073b8bae3bff64d55b45,1,linuxd::worker_thread::handle_read_request(),99,117,121
6ed6f8f9b10974b1b6a6073b8bae3bff64d55b45,2,uservm::io_thread::system_vm::read(),17,18,21
6ed6f8f9b10974b1b6a6073b8bae3bff64d55b45,3,uservm::memory_thread::data_rx::recv(),7,7,8
6ed6f8f9b10974b1b6a6073b8bae3bff64d55b45,4,uservm::lib::vm_input::vmexit(),18,20,25
6ed6f8f9b10974b1b6a6073b8bae3bff64d55b45,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
6ed6f8f9b10974b1b6a6073b8bae3bff64d55b45,6,uservm::lib::vm_output::send(),57,67,70
6ed6f8f9b10974b1b6a6073b8bae3bff64d55b45,7,uservm::io_thread::system_vm::write(),9,13,13
6ed6f8f9b10974b1b6a6073b8bae3bff64d55b45,8,linuxd::worker_thread::handle_write_request(),16,30,33
6ed6f8f9b10974b1b6a6073b8bae3bff64d55b45,9,nanvix-bench::read_exact(),22,24,26
6ed6f8f9b10974b1b6a6073b8bae3bff64d55b45,10,Total,249,272,281
bea3a3380977aa4323492f5ab093ec3b35e270be,0,nanvix-bench::write_all(),,,
bea3a3380977aa4323492f5ab093ec3b35e270be,1,linuxd::worker_thread::handle_read_request(),91,111,118
bea3a3380977aa4323492f5ab093ec3b35e270be,2,uservm::io_thread::system_vm::read(),16,17,20
bea3a3380977aa4323492f5ab093ec3b35e270be,3,uservm::memory_thread::data_rx::recv(),7,7,7
bea3a3380977aa4323492f5ab093ec3b35e270be,4,uservm::lib::vm_input::vmexit(),17,20,25
bea3a3380977aa4323492f5ab093ec3b35e270be,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
bea3a3380977aa4323492f5ab093ec3b35e270be,6,uservm::lib::vm_output::send(),57,66,69
bea3a3380977aa4323492f5ab093ec3b35e270be,7,uservm::io_thread::system_vm::write(),9,13,13
bea3a3380977aa4323492f5ab093ec3b35e270be,8,linuxd::worker_thread::handle_write_request(),15,30,33
bea3a3380977aa4323492f5ab093ec3b35e270be,9,nanvix-bench::read_exact(),22,23,26
bea3a3380977aa4323492f5ab093ec3b35e270be,10,Total,243,263,274
7f236595869f29e44534310f0d3668883b62c921,0,nanvix-bench::write_all(),,,
7f236595869f29e44534310f0d3668883b62c921,1,linuxd::worker_thread::handle_read_request(),93,114,119
7f236595869f29e44534310f0d3668883b62c921,2,uservm::io_thread::system_vm::read(),16,18,21
7f236595869f29e44534310f0d3668883b62c921,3,uservm::memory_thread::data_rx::recv(),7,7,8
7f236595869f29e44534310f0d3668883b62c921,4,uservm::lib::vm_input::vmexit(),17,20,26
7f236595869f29e44534310f0d3668883b62c921,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
7f236595869f29e44534310f0d3668883b62c921,6,uservm::lib::vm_output::send(),57,67,70
7f236595869f29e44534310f0d3668883b62c921,7,uservm::io_thread::system_vm::write(),9,13,13
7f236595869f29e44534310f0d3668883b62c921,8,linuxd::worker_thread::handle_write_request(),15,29,33
7f236595869f29e44534310f0d3668883b62c921,9,nanvix-bench::read_exact(),21,23,26
7f236595869f29e44534310f0d3668883b62c921,10,Total,243,268,275
34cdce8dba86e9e50d25dece172c862a3ed1b71d,0,nanvix-bench::write_all(),,,
34cdce8dba86e9e50d25dece172c862a3ed1b71d,1,linuxd::worker_thread::handle_read_request(),99,113,119
34cdce8dba86e9e50d25dece172c862a3ed1b71d,2,uservm::io_thread::system_vm::read(),16,18,21
34cdce8dba86e9e50d25dece172c862a3ed1b71d,3,uservm::memory_thread::data_rx::recv(),7,7,8
34cdce8dba86e9e50d25dece172c862a3ed1b71d,4,uservm::lib::vm_input::vmexit(),17,20,25
34cdce8dba86e9e50d25dece172c862a3ed1b71d,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
34cdce8dba86e9e50d25dece172c862a3ed1b71d,6,uservm::lib::vm_output::send(),57,64,71
34cdce8dba86e9e50d25dece172c862a3ed1b71d,7,uservm::io_thread::system_vm::write(),9,13,13
34cdce8dba86e9e50d25dece172c862a3ed1b71d,8,linuxd::worker_thread::handle_write_request(),23,30,32
34cdce8dba86e9e50d25dece172c862a3ed1b71d,9,nanvix-bench::read_exact(),21,22,25
34cdce8dba86e9e50d25dece172c862a3ed1b71d,10,Total,249,270,278
956fddbe2e4c5fade6ea02582244c74e59df12b6,0,nanvix-bench::write_all(),,,
956fddbe2e4c5fade6ea02582244c74e59df12b6,1,linuxd::worker_thread::handle_read_request(),90,111,119
956fddbe2e4c5fade6ea02582244c74e59df12b6,2,uservm::io_thread::system_vm::read(),16,19,21
956fddbe2e4c5fade6ea02582244c74e59df12b6,3,uservm::memory_thread::data_rx::recv(),7,7,8
956fddbe2e4c5fade6ea02582244c74e59df12b6,4,uservm::lib::vm_input::vmexit(),17,20,23
956fddbe2e4c5fade6ea02582244c74e59df12b6,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
956fddbe2e4c5fade6ea02582244c74e59df12b6,6,uservm::lib::vm_output::send(),57,68,71
956fddbe2e4c5fade6ea02582244c74e59df12b6,7,uservm::io_thread::system_vm::write(),9,12,13
956fddbe2e4c5fade6ea02582244c74e59df12b6,8,linuxd::worker_thread::handle_write_request(),16,30,33
956fddbe2e4c5fade6ea02582244c74e59df12b6,9,nanvix-bench::read_exact(),22,23,27
956fddbe2e4c5fade6ea02582244c74e59df12b6,10,Total,243,269,279
3d10dba43242b3a50599623e6c1df007e7c508ec,0,nanvix-bench::write_all(),,,
3d10dba43242b3a50599623e6c1df007e7c508ec,1,linuxd::worker_thread::handle_read_request(),96,110,117
3d10dba43242b3a50599623e6c1df007e7c508ec,2,uservm::io_thread::system_vm::read(),16,19,20
3d10dba43242b3a50599623e6c1df007e7c508ec,3,uservm::memory_thread::data_rx::recv(),7,7,8
3d10dba43242b3a50599623e6c1df007e7c508ec,4,uservm::lib::vm_input::vmexit(),16,20,24
3d10dba43242b3a50599623e6c1df007e7c508ec,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
3d10dba43242b3a50599623e6c1df007e7c508ec,6,uservm::lib::vm_output::send(),57,66,70
3d10dba43242b3a50599623e6c1df007e7c508ec,7,uservm::io_thread::system_vm::write(),9,13,13
3d10dba43242b3a50599623e6c1df007e7c508ec,8,linuxd::worker_thread::handle_write_request(),23,31,34
3d10dba43242b3a50599623e6c1df007e7c508ec,9,nanvix-bench::read_exact(),21,22,25
3d10dba43242b3a50599623e6c1df007e7c508ec,10,Total,246,268,272
fb17a44ff5e5eb6a179a4926de29a5100839ae07,0,nanvix-bench::write_all(),,,
fb17a44ff5e5eb6a179a4926de29a5100839ae07,1,linuxd::worker_thread::handle_read_request(),90,113,119
fb17a44ff5e5eb6a179a4926de29a5100839ae07,2,uservm::io_thread::system_vm::read(),16,19,21
fb17a44ff5e5eb6a179a4926de29a5100839ae07,3,uservm::memory_thread::data_rx::recv(),7,7,8
fb17a44ff5e5eb6a179a4926de29a5100839ae07,4,uservm::lib::vm_input::vmexit(),17,20,25
fb17a44ff5e5eb6a179a4926de29a5100839ae07,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
fb17a44ff5e5eb6a179a4926de29a5100839ae07,6,uservm::lib::vm_output::send(),57,67,70
fb17a44ff5e5eb6a179a4926de29a5100839ae07,7,uservm::io_thread::system_vm::write(),9,12,15
fb17a44ff5e5eb6a179a4926de29a5100839ae07,8,linuxd::worker_thread::handle_write_request(),18,31,34
fb17a44ff5e5eb6a179a4926de29a5100839ae07,9,nanvix-bench::read_exact(),21,23,25
fb17a44ff5e5eb6a179a4926de29a5100839ae07,10,Total,242,266,275
ccb8dbe106c3c57f47b038380be39bed96fa8d18,0,nanvix-bench::write_all(),,,
ccb8dbe106c3c57f47b038380be39bed96fa8d18,1,linuxd::worker_thread::handle_read_request(),91,113,119
ccb8dbe106c3c57f47b038380be39bed96fa8d18,2,uservm::io_thread::system_vm::read(),16,18,20
ccb8dbe106c3c57f47b038380be39bed96fa8d18,3,uservm::memory_thread::data_rx::recv(),7,7,8
ccb8dbe106c3c57f47b038380be39bed96fa8d18,4,uservm::lib::vm_input::vmexit(),17,20,25
ccb8dbe106c3c57f47b038380be39bed96fa8d18,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
ccb8dbe106c3c57f47b038380be39bed96fa8d18,6,uservm::lib::vm_output::send(),57,65,70
ccb8dbe106c3c57f47b038380be39bed96fa8d18,7,uservm::io_thread::system_vm::write(),9,12,13
ccb8dbe106c3c57f47b038380be39bed96fa8d18,8,linuxd::worker_thread::handle_write_request(),16,30,32
ccb8dbe106c3c57f47b038380be39bed96fa8d18,9,nanvix-bench::read_exact(),22,23,26
ccb8dbe106c3c57f47b038380be39bed96fa8d18,10,Total,243,267,275
6a3dc4b891be5134f512c71ed734da3173d7ce80,0,nanvix-bench::write_all(),,,
6a3dc4b891be5134f512c71ed734da3173d7ce80,1,linuxd::worker_thread::handle_read_request(),97,111,117
6a3dc4b891be5134f512c71ed734da3173d7ce80,2,uservm::io_thread::system_vm::read(),17,18,22
6a3dc4b891be5134f512c71ed734da3173d7ce80,3,uservm::memory_thread::data_rx::recv(),7,7,10
6a3dc4b891be5134f512c71ed734da3173d7ce80,4,uservm::lib::vm_input::vmexit(),18,23,26
6a3dc4b891be5134f512c71ed734da3173d7ce80,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
6a3dc4b891be5134f512c71ed734da3173d7ce80,6,uservm::lib::vm_output::send(),57,69,71
6a3dc4b891be5134f512c71ed734da3173d7ce80,7,uservm::io_thread::system_vm::write(),9,13,13
6a3dc4b891be5134f512c71ed734da3173d7ce80,8,linuxd::worker_thread::handle_write_request(),19,31,33
6a3dc4b891be5134f512c71ed734da3173d7ce80,9,nanvix-bench::read_exact(),21,23,25
6a3dc4b891be5134f512c71ed734da3173d7ce80,10,Total,248,270,282
dd61a7f085f04639b54efa383c6f6a070a60759f,0,nanvix-bench::write_all(),,,
dd61a7f085f04639b54efa383c6f6a070a60759f,1,linuxd::worker_thread::handle_read_request(),98,112,116
dd61a7f085f04639b54efa383c6f6a070a60759f,2,uservm::io_thread::system_vm::read(),16,17,20
dd61a7f085f04639b54efa383c6f6a070a60759f,3,uservm::memory_thread::data_rx::recv(),7,7,7
dd61a7f085f04639b54efa383c6f6a070a60759f,4,uservm::lib::vm_input::vmexit(),16,19,23
dd61a7f085f04639b54efa383c6f6a070a60759f,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
dd61a7f085f04639b54efa383c6f6a070a60759f,6,uservm::lib::vm_output::send(),57,67,70
dd61a7f085f04639b54efa383c6f6a070a60759f,7,uservm::io_thread::system_vm::write(),9,12,13
dd61a7f085f04639b54efa383c6f6a070a60759f,8,linuxd::worker_thread::handle_write_request(),24,30,33
dd61a7f085f04639b54efa383c6f6a070a60759f,9,nanvix-bench::read_exact(),21,23,27
dd61a7f085f04639b54efa383c6f6a070a60759f,10,Total,248,266,273
505c58f392fb94a537f66552c8b7ef73612bad91,0,nanvix-bench::write_all(),,,
505c58f392fb94a537f66552c8b7ef73612bad91,1,linuxd::worker_thread::handle_read_request(),91,111,117
505c58f392fb94a537f66552c8b7ef73612bad91,2,uservm::io_thread::system_vm::read(),17,19,21
505c58f392fb94a537f66552c8b7ef73612bad91,3,uservm::memory_thread::data_rx::recv(),7,7,8
505c58f392fb94a537f66552c8b7ef73612bad91,4,uservm::lib::vm_input::vmexit(),17,20,25
505c58f392fb94a537f66552c8b7ef73612bad91,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
505c58f392fb94a537f66552c8b7ef73612bad91,6,uservm::lib::vm_output::send(),57,66,69
505c58f392fb94a537f66552c8b7ef73612bad91,7,uservm::io_thread::system_vm::write(),9,12,13
505c58f392fb94a537f66552c8b7ef73612bad91,8,linuxd::worker_thread::handle_write_request(),14,30,34
505c58f392fb94a537f66552c8b7ef73612bad91,9,nanvix-bench::read_exact(),21,23,26
505c58f392fb94a537f66552c8b7ef73612bad91,10,Total,242,266,274
e7550b22e236ffd90b74196a68488079b5e26326,0,nanvix-bench::write_all(),,,
e7550b22e236ffd90b74196a68488079b5e26326,1,linuxd::worker_thread::handle_read_request(),98,115,123
e7550b22e236ffd90b74196a68488079b5e26326,2,uservm::io_thread::system_vm::read(),16,17,20
e7550b22e236ffd90b74196a68488079b5e26326,3,uservm::memory_thread::data_rx::recv(),7,7,7
e7550b22e236ffd90b74196a68488079b5e26326,4,uservm::lib::vm_input::vmexit(),17,20,25
e7550b22e236ffd90b74196a68488079b5e26326,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
e7550b22e236ffd90b74196a68488079b5e26326,6,uservm::lib::vm_output::send(),57,67,71
e7550b22e236ffd90b74196a68488079b5e26326,7,uservm::io_thread::system_vm::write(),9,13,13
e7550b22e236ffd90b74196a68488079b5e26326,8,linuxd::worker_thread::handle_write_request(),18,30,34
e7550b22e236ffd90b74196a68488079b5e26326,9,nanvix-bench::read_exact(),22,23,26
e7550b22e236ffd90b74196a68488079b5e26326,10,Total,247,269,282
fd603c8f5f6aac9b86234dcbf63529c180e3bafe,0,nanvix-bench::write_all(),,,
fd603c8f5f6aac9b86234dcbf63529c180e3bafe,1,linuxd::worker_thread::handle_read_request(),91,111,117
fd603c8f5f6aac9b86234dcbf63529c180e3bafe,2,uservm::io_thread::system_vm::read(),16,17,19
fd603c8f5f6aac9b86234dcbf63529c180e3bafe,3,uservm::memory_thread::data_rx::recv(),7,7,8
fd603c8f5f6aac9b86234dcbf63529c180e3bafe,4,uservm::lib::vm_input::vmexit(),17,20,24
fd603c8f5f6aac9b86234dcbf63529c180e3bafe,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
fd603c8f5f6aac9b86234dcbf63529c180e3bafe,6,uservm::lib::vm_output::send(),57,67,70
fd603c8f5f6aac9b86234dcbf63529c180e3bafe,7,uservm::io_thread::system_vm::write(),9,12,13
fd603c8f5f6aac9b86234dcbf63529c180e3bafe,8,linuxd::worker_thread::handle_write_request(),15,30,32
fd603c8f5f6aac9b86234dcbf63529c180e3bafe,9,nanvix-bench::read_exact(),22,23,26
fd603c8f5f6aac9b86234dcbf63529c180e3bafe,10,Total,242,266,275
84765cd347c3d6d869832c76994eabc23514f755,0,nanvix-bench::write_all(),,,
84765cd347c3d6d869832c76994eabc23514f755,1,linuxd::worker_thread::handle_read_request(),99,117,124
84765cd347c3d6d869832c76994eabc23514f755,2,uservm::io_thread::system_vm::read(),16,17,21
84765cd347c3d6d869832c76994eabc23514f755,3,uservm::memory_thread::data_rx::recv(),7,7,7
84765cd347c3d6d869832c76994eabc23514f755,4,uservm::lib::vm_input::vmexit(),17,20,24
84765cd347c3d6d869832c76994eabc23514f755,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
84765cd347c3d6d869832c76994eabc23514f755,6,uservm::lib::vm_output::send(),57,65,71
84765cd347c3d6d869832c76994eabc23514f755,7,uservm::io_thread::system_vm::write(),9,12,13
84765cd347c3d6d869832c76994eabc23514f755,8,linuxd::worker_thread::handle_write_request(),22,30,34
84765cd347c3d6d869832c76994eabc23514f755,9,nanvix-bench::read_exact(),22,23,26
84765cd347c3d6d869832c76994eabc23514f755,10,Total,249,272,282
8c6374d9c56ad1815d30f1a4774c33ccd01b48be,0,nanvix-bench::write_all(),,,
8c6374d9c56ad1815d30f1a4774c33ccd01b48be,1,linuxd::worker_thread::handle_read_request(),97,114,122
8c6374d9c56ad1815d30f1a4774c33ccd01b48be,2,uservm::io_thread::system_vm::read(),16,19,21
8c6374d9c56ad1815d30f1a4774c33ccd01b48be,3,uservm::memory_thread::data_rx::recv(),7,7,10
8c6374d9c56ad1815d30f1a4774c33ccd01b48be,4,uservm::lib::vm_input::vmexit(),17,21,25
8c6374d9c56ad1815d30f1a4774c33ccd01b48be,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
8c6374d9c56ad1815d30f1a4774c33ccd01b48be,6,uservm::lib::vm_output::send(),57,65,71
8c6374d9c56ad1815d30f1a4774c33ccd01b48be,7,uservm::io_thread::system_vm::write(),9,13,13
8c6374d9c56ad1815d30f1a4774c33ccd01b48be,8,linuxd::worker_thread::handle_write_request(),23,31,33
8c6374d9c56ad1815d30f1a4774c33ccd01b48be,9,nanvix-bench::read_exact(),22,23,27
8c6374d9c56ad1815d30f1a4774c33ccd01b48be,10,Total,247,270,278
4f991769d6fe05cc65465aa2aaa6c6938e2e8330,0,nanvix-bench::write_all(),,,
4f991769d6fe05cc65465aa2aaa6c6938e2e8330,1,linuxd::worker_thread::handle_read_request(),99,115,121
4f991769d6fe05cc65465aa2aaa6c6938e2e8330,2,uservm::io_thread::system_vm::read(),17,19,20
4f991769d6fe05cc65465aa2aaa6c6938e2e8330,3,uservm::memory_thread::data_rx::recv(),7,7,7
4f991769d6fe05cc65465aa2aaa6c6938e2e8330,4,uservm::lib::vm_input::vmexit(),17,20,24
4f991769d6fe05cc65465aa2aaa6c6938e2e8330,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
4f991769d6fe05cc65465aa2aaa6c6938e2e8330,6,uservm::lib::vm_output::send(),57,64,70
4f991769d6fe05cc65465aa2aaa6c6938e2e8330,7,uservm::io_thread::system_vm::write(),9,13,13
4f991769d6fe05cc65465aa2aaa6c6938e2e8330,8,linuxd::worker_thread::handle_write_request(),25,31,33
4f991769d6fe05cc65465aa2aaa6c6938e2e8330,9,nanvix-bench::read_exact(),21,23,25
4f991769d6fe05cc65465aa2aaa6c6938e2e8330,10,Total,251,272,281
4d1b695576d804020d1850ed44a876707445950a,0,nanvix-bench::write_all(),,,
4d1b695576d804020d1850ed44a876707445950a,1,linuxd::worker_thread::handle_read_request(),97,112,118
4d1b695576d804020d1850ed44a876707445950a,2,uservm::io_thread::system_vm::read(),16,17,20
4d1b695576d804020d1850ed44a876707445950a,3,uservm::memory_thread::data_rx::recv(),7,7,8
4d1b695576d804020d1850ed44a876707445950a,4,uservm::lib::vm_input::vmexit(),17,20,25
4d1b695576d804020d1850ed44a876707445950a,5,uservm::lib::vm_input::vm_write_bytes(),0,1,1
4d1b695576d804020d1850ed44a876707445950a,6,uservm::lib::vm_output::send(),57,68,71
4d1b695576d804020d1850ed44a876707445950a,7,uservm::io_thread::system_vm::write(),9,12,13
4d1b695576d804020d1850ed44a876707445950a,8,linuxd::worker_thread::handle_write_request(),23,30,33
4d1b695576d804020d1850ed44a876707445950a,9,nanvix-bench::read_exact(),22,23,27
4d1b695576d804020d1850ed44a876707445950a,10,Total,247,270,280
0208557d589bda7218611cfb9524363bfb1bf8d5,0,nanvix-bench::write_all(),,,
